Gr_Liv_Area,Overall_Qual,Year_Built,Neighborhood,Sale_Price,Overall_Qual_Numeric,Log_Sale_Price
1456.0,Above_Average,1975.0,Northpark_Villa,149900.0,6,11.917730355182513
836.0,Good,1975.0,Northpark_Villa,120000.0,7,11.695255355062795
1456.0,Above_Average,1978.0,Northpark_Villa,146000.0,6,11.891368749982085
2334.0,Excellent,2009.0,Northridge_Heights,376162.0,9,12.837777839071741
1704.0,Very_Good,2007.0,Northridge_Heights,306000.0,8,12.631343648903034
1940.0,Excellent,2009.0,Northridge_Heights,395192.0,9,12.887129532148373
1544.0,Very_Good,2009.0,Northridge_Heights,290941.0,8,12.580879213573434
1541.0,Good,2005.0,Northridge_Heights,220000.0,7,12.301387370778713
1698.0,Excellent,2005.0,Northridge_Heights,275000.0,9,12.524530013005734
1822.0,Very_Good,2005.0,Northridge_Heights,259000.0,8,12.464587201678082
1535.0,Good,2004.0,Northridge_Heights,214000.0,7,12.273735966890268
2364.0,Excellent,2009.0,Northridge_Heights,611657.0,9,13.323928581764989
1358.0,Good,2009.0,Northridge_Heights,224000.0,7,12.319405795112926
2696.0,Excellent,2003.0,Northridge_Heights,500000.0,9,13.122365377402328
2250.0,Very_Good,2002.0,Northridge_Heights,320000.0,8,12.676079399771027
1752.0,Excellent,2005.0,Northridge_Heights,319900.0,9,12.675766851909591
1370.0,Very_Good,2006.0,Northridge_Heights,205000.0,8,12.230770136157428
1626.0,Good,2003.0,Northridge_Heights,175500.0,7,12.075400019877522
1324.0,Above_Average,2005.0,Gilbert,199500.0,6,12.20357452783082
1145.0,Good,2006.0,Bloomington_Heights,160000.0,7,11.982935344196433
1269.0,Very_Good,2004.0,Bloomington_Heights,192000.0,8,12.165255859329688
1374.0,Good,2004.0,Gilbert,184500.0,7,12.12541016250223
1960.0,Above_Average,2002.0,Gilbert,216500.0,6,12.285350445351659
1733.0,Good,2004.0,Gilbert,185088.0,7,12.12859206945914
1430.0,Good,2000.0,Gilbert,180000.0,7,12.100717685412471
2035.0,Good,2001.0,Gilbert,222500.0,7,12.312686874960354
2599.0,Excellent,1999.0,Northridge,333168.0,9,12.716405147731708
2475.0,Very_Good,1998.0,Northridge,355000.0,8,12.779875885354993
1720.0,Good,1996.0,Northridge,260400.0,7,12.469978029554953
2622.0,Very_Good,1994.0,Northridge,325000.0,8,12.691583538230217
2270.0,Very_Good,1999.0,Northridge,290000.0,8,12.577639650232573
1839.0,Good,1998.0,Northridge,221000.0,7,12.30592250537653
3238.0,Very_Good,1995.0,Northridge,410000.0,8,12.923914877701906
1595.0,Very_Good,2005.0,Somerset,221500.0,8,12.308182383129823
1218.0,Good,2009.0,Somerset,204500.0,7,12.228328144428588
1547.0,Good,2009.0,Somerset,215200.0,7,12.279327754099118
1566.0,Very_Good,2008.0,Somerset,262500.0,8,12.47801017053037
1947.0,Good,2004.0,Somerset,254900.0,7,12.448630513463613
1468.0,Above_Average,2005.0,Somerset,271500.0,6,12.511721101590597
2084.0,Good,2004.0,Sawyer_West,233000.0,7,12.358798024384122
1659.0,Good,2004.0,Sawyer_West,181000.0,7,12.10625783509458
2110.0,Good,1994.0,Sawyer_West,205000.0,7,12.230770136157428
923.0,Above_Average,1980.0,Sawyer_West,143000.0,6,11.870606902224587
1845.0,Above_Average,1992.0,Sawyer_West,189000.0,6,12.149507585033072
918.0,Above_Average,1979.0,Sawyer_West,99500.0,6,11.507922973347437
752.0,Above_Average,1984.0,Sawyer_West,125000.0,6,11.736077016252437
1744.0,Good,1993.0,Sawyer_West,194500.0,7,12.178192583415596
1097.0,Above_Average,1984.0,Sawyer_West,152000.0,6,11.931642378754141
1564.0,Above_Average,1980.0,Sawyer_West,171000.0,6,12.049424683420915
1012.0,Average,1920.0,Sawyer_West,67500.0,5,11.119897691565697
1902.0,Above_Average,1978.0,Sawyer,112000.0,6,11.626263078808801
1155.0,Average,1961.0,Sawyer,148000.0,5,11.904974309480183
894.0,Average,1965.0,Sawyer,138500.0,5,11.83863282480007
900.0,Average,1967.0,Sawyer,122000.0,5,11.711784520403112
1040.0,Average,1963.0,Sawyer,133000.0,5,11.798111925972618
1040.0,Average,1962.0,Sawyer,127000.0,5,11.751950239425476
1494.0,Above_Average,1974.0,Sawyer,169000.0,6,12.037659911047468
1923.0,Good,1992.0,Northridge,190000.0,7,12.154784614286667
2349.0,Very_Good,1993.0,Northridge,362500.0,8,12.80078251189375
2225.0,Very_Good,1992.0,Northridge,285000.0,8,12.560247968016562
1488.0,Good,2004.0,Somerset,260000.0,7,12.468440756144114
1680.0,Good,2004.0,Somerset,190000.0,7,12.154784614286667
1200.0,Good,2004.0,Somerset,155000.0,7,11.951186847493476
1200.0,Good,2004.0,Somerset,151000.0,7,11.92504173829169
1200.0,Good,2004.0,Somerset,149500.0,7,11.915058360753719
1236.0,Above_Average,2005.0,Somerset,152000.0,6,11.931642378754141
1478.0,Good,2009.0,Somerset,222000.0,7,12.310437165348775
1573.0,Above_Average,2000.0,Somerset,177500.0,6,12.086731521684555
1512.0,Above_Average,2000.0,Somerset,177000.0,6,12.083910661257521
1416.0,Good,1999.0,Somerset,155000.0,7,11.951186847493476
1080.0,Good,2003.0,Somerset,147110.0,7,11.898942682855576
1418.0,Very_Good,2010.0,Somerset,267916.0,8,12.498432510033044
1848.0,Very_Good,2000.0,Somerset,254000.0,8,12.445093483000798
788.0,Very_Good,1980.0,Greens,155000.0,8,11.951186847493476
1226.0,Very_Good,1978.0,Greens,206000.0,8,12.235636302128867
1479.0,Above_Average,1976.0,Sawyer,130500.0,6,11.779136168550774
1492.0,Good,2002.0,Somerset,230000.0,7,12.345838935721968
1829.0,Above_Average,1967.0,Northwest_Ames,218500.0,6,12.294545870166347
2495.0,Above_Average,1993.0,Northwest_Ames,243500.0,6,12.40287632827253
1610.0,Above_Average,1977.0,Northwest_Ames,205000.0,6,12.230770136157428
1891.0,Above_Average,1978.0,Northwest_Ames,212500.0,6,12.26670197321789
1714.0,Good,1988.0,Northwest_Ames,196500.0,7,12.188422799337028
1381.0,Above_Average,1972.0,Northwest_Ames,197500.0,6,12.193498926601634
1645.0,Above_Average,1971.0,Northwest_Ames,171000.0,6,12.049424683420915
1232.0,Average,1966.0,North_Ames,142250.0,5,11.865348381840844
1328.0,Above_Average,1963.0,Northwest_Ames,143000.0,6,11.870606902224587
1225.0,Below_Average,1959.0,North_Ames,128950.0,4,11.767187766223199
1209.0,Average,1966.0,North_Ames,159000.0,5,11.976665770490767
1510.0,Average,1967.0,North_Ames,178900.0,5,12.094587859196112
1775.0,Above_Average,1964.0,North_Ames,136300.0,6,11.822620954414864
1152.0,Average,1964.0,North_Ames,180500.0,5,12.103491596905931
1054.0,Above_Average,1963.0,North_Ames,137500.0,6,11.83138646878959
1728.0,Average,1962.0,North_Ames,84900.0,5,11.349241150793087
1078.0,Average,1950.0,North_Ames,142125.0,5,11.864469267087891
2461.0,Average,1952.0,North_Ames,197600.0,5,12.194005125011843
1556.0,Above_Average,1949.0,North_Ames,172500.0,6,12.058158312538197
858.0,Average,1958.0,Brookside,116500.0,5,11.665655135642039
1306.0,Fair,1940.0,Brookside,76500.0,3,11.245059091624615
1063.0,Average,1954.0,North_Ames,128000.0,5,11.759793355371237
1520.0,Above_Average,1955.0,North_Ames,153000.0,6,11.938199736300925
1268.0,Average,1954.0,North_Ames,132000.0,5,11.790564777297387
1128.0,Above_Average,1966.0,North_Ames,178000.0,6,12.08954444723597
2274.0,Average,1960.0,North_Ames,154300.0,5,11.946660519211651
2207.0,Good,1970.0,North_Ames,180000.0,7,12.100717685412471
1888.0,Above_Average,1966.0,North_Ames,190000.0,6,12.154784614286667
1604.0,Average,1958.0,North_Ames,135000.0,5,11.813037464800539
1480.0,Good,2003.0,North_Ames,214000.0,7,12.273735966890268
1143.0,Average,1959.0,North_Ames,136000.0,5,11.820417517632333
1700.0,Average,1959.0,North_Ames,165500.0,5,12.016732516077072
1314.0,Average,1957.0,North_Ames,145000.0,5,11.884495917930655
1194.0,Above_Average,1959.0,North_Ames,148000.0,6,11.904974309480183
1188.0,Average,1959.0,North_Ames,142000.0,5,11.863589378812122
1264.0,Average,1960.0,North_Ames,167500.0,5,12.02874460037869
1206.0,Average,1959.0,North_Ames,108538.0,5,11.594864834381662
1580.0,Above_Average,1959.0,North_Ames,159500.0,6,11.979805470779858
1337.0,Below_Average,1956.0,North_Ames,108000.0,4,11.58989576532275
1064.0,Average,1952.0,North_Ames,135000.0,5,11.813037464800539
972.0,Average,1955.0,North_Ames,122500.0,5,11.715874472198905
988.0,Average,1958.0,North_Ames,119000.0,5,11.686887175419702
1057.0,Average,1953.0,North_Ames,109000.0,5,11.599112335481124
985.0,Below_Average,1920.0,North_Ames,105000.0,4,11.561725152903833
827.0,Average,1955.0,North_Ames,107500.0,5,11.58525542883217
1086.0,Average,1954.0,North_Ames,144900.0,5,11.88380602959621
936.0,Average,1956.0,North_Ames,129000.0,5,11.767575435251748
1458.0,Above_Average,1948.0,North_Ames,97500.0,6,11.487617913343598
1056.0,Above_Average,1980.0,Old_Town,144000.0,6,11.87757552297847
1287.0,Average,1959.0,North_Ames,162000.0,5,11.995357787034976
2978.0,Good,1967.0,North_Ames,242000.0,7,12.396697137361691
1224.0,Above_Average,1948.0,North_Ames,132000.0,6,11.790564777297387
1246.0,Average,1959.0,North_Ames,154000.0,5,11.944714374881176
1385.0,Average,1952.0,North_Ames,166000.0,5,12.019749091416921
900.0,Average,1951.0,North_Ames,134800.0,5,11.811554895830454
1116.0,Above_Average,1962.0,North_Ames,160000.0,6,11.982935344196433
1175.0,Average,1960.0,North_Ames,148000.0,5,11.904974309480183
1395.0,Above_Average,1963.0,North_Ames,192000.0,6,12.165255859329688
1839.0,Above_Average,1966.0,North_Ames,155000.0,6,11.951186847493476
1844.0,Below_Average,1900.0,Old_Town,80400.0,4,11.294781892900653
1140.0,Below_Average,1910.0,Old_Town,96500.0,4,11.477308649967686
936.0,Average,1920.0,Old_Town,109500.0,5,11.603688960617083
1028.0,Average,1927.0,Old_Town,115000.0,5,11.652696102959753
1347.0,Average,1957.0,Old_Town,143000.0,5,11.870606902224587
1605.0,Fair,1915.0,Old_Town,107400.0,3,11.58432477200052
747.0,Below_Average,1945.0,Old_Town,80000.0,4,11.289794413577894
804.0,Average,1940.0,Old_Town,119000.0,5,11.686887175419702
1316.0,Average,1929.0,Old_Town,130000.0,5,11.775297421715827
1251.0,Above_Average,1938.0,Old_Town,119000.0,6,11.686887175419702
1633.0,Average,1948.0,Old_Town,129000.0,5,11.767575435251748
1245.0,Average,1920.0,Old_Town,100000.0,5,11.51293546492023
832.0,Poor,1923.0,Old_Town,12789.0,2,9.456418894572888
720.0,Above_Average,1928.0,Old_Town,105900.0,6,11.570259974415547
1566.0,Very_Good,1900.0,Old_Town,150000.0,8,11.918397239722838
1652.0,Average,1915.0,Old_Town,139000.0,5,11.842236406331555
2268.0,Very_Good,1890.0,Old_Town,240000.0,8,12.388398368982115
2256.0,Average,1910.0,Old_Town,76500.0,5,11.245059091624615
1236.0,Above_Average,1957.0,Old_Town,149700.0,6,11.916395250412128
1363.0,Below_Average,1910.0,Old_Town,125500.0,4,11.74006900564972
2290.0,Below_Average,1885.0,Old_Town,122500.0,4,11.715874472198905
1470.0,Above_Average,1922.0,Old_Town,140750.0,6,11.854747650772435
1612.0,Average,1950.0,Brookside,128500.0,5,11.763691965388299
2068.0,Good,1922.0,Brookside,209500.0,7,12.252483791602627
765.0,Below_Average,1925.0,Brookside,87000.0,4,11.373674891823535
1132.0,Above_Average,1939.0,Brookside,134000.0,6,11.80560254159177
1196.0,Above_Average,1940.0,Brookside,128000.0,6,11.759793355371237
1453.0,Average,1942.0,Brookside,132000.0,5,11.790564777297387
1416.0,Above_Average,1948.0,Brookside,139900.0,6,11.848690308590857
1040.0,Average,1936.0,Brookside,123900.0,5,11.727238138609684
1536.0,Average,1930.0,Brookside,138400.0,5,11.837910547573129
1068.0,Above_Average,1923.0,Old_Town,109500.0,6,11.603688960617083
1710.0,Good,1921.0,Old_Town,140000.0,7,11.849404844423074
1962.0,Below_Average,1915.0,Old_Town,149500.0,4,11.915058360753719
1560.0,Above_Average,1912.0,Old_Town,159900.0,6,11.982310152711182
1324.0,Above_Average,1920.0,Old_Town,122000.0,6,11.711784520403112
816.0,Average,1963.0,Iowa_DOT_and_Rail_Road,110000.0,5,11.608244735642321
1092.0,Below_Average,1930.0,Iowa_DOT_and_Rail_Road,55000.0,4,10.915106645867503
1812.0,Average,1900.0,Old_Town,140000.0,5,11.849404844423074
2403.0,Good,1940.0,Clear_Creek,244400.0,7,12.406565597924235
1675.0,Average,1959.0,Clear_Creek,173000.0,5,12.06105265381003
1224.0,Average,1917.0,Clear_Creek,107500.0,5,11.58525542883217
1392.0,Average,1915.0,South_and_West_of_Iowa_State_University,100000.0,5,11.51293546492023
919.0,Above_Average,1940.0,South_and_West_of_Iowa_State_University,95000.0,6,11.461642696843066
1884.0,Below_Average,1907.0,South_and_West_of_Iowa_State_University,93369.0,4,11.444325373477971
1680.0,Average,1910.0,South_and_West_of_Iowa_State_University,114900.0,5,11.651826167019166
1020.0,Average,1875.0,Sawyer,94000.0,5,11.451060699493427
1832.0,Below_Average,1967.0,Sawyer,136000.0,4,11.820417517632333
1768.0,Below_Average,1968.0,Sawyer,136500.0,4,11.824087219587643
1039.0,Average,1965.0,Sawyer,131500.0,5,11.78676973513378
1392.0,Average,1957.0,Sawyer,121500.0,5,11.707677772181546
912.0,Average,1967.0,Sawyer,125000.0,5,11.736077016252437
1060.0,Average,1968.0,Sawyer,154000.0,5,11.944714374881176
892.0,Average,1966.0,Sawyer,137900.0,5,11.834291315386718
1352.0,Above_Average,1969.0,Sawyer,158000.0,6,11.970356641102999
864.0,Average,1968.0,Sawyer,137250.0,5,11.829566645319733
1373.0,Average,1978.0,Sawyer,160250.0,5,11.984496615013056
1440.0,Average,1968.0,Sawyer,163000.0,5,12.001511614739405
1386.0,Above_Average,1978.0,Sawyer,158900.0,6,11.97603664577121
2260.0,Good,1996.0,Clear_Creek,328000.0,7,12.700771936142122
1483.0,Good,1977.0,Clear_Creek,270000.0,7,12.506180941677357
756.0,Below_Average,1927.0,Sawyer,85000.0,4,11.350418300109132
1067.0,Below_Average,1950.0,Sawyer,128000.0,4,11.759793355371237
1524.0,Good,1979.0,Clear_Creek,260000.0,7,12.468440756144114
1981.0,Above_Average,1978.0,Clear_Creek,230000.0,6,12.345838935721968
1610.0,Fair,1938.0,Edwards,124000.0,3,11.728044909070785
835.0,Average,1920.0,Edwards,83000.0,5,11.326607934898927
1074.0,Above_Average,1950.0,Edwards,144500.0,6,11.881041706925902
1144.0,Average,1956.0,Edwards,129000.0,5,11.767575435251748
1531.0,Below_Average,1947.0,Edwards,127000.0,4,11.751950239425476
1172.0,Average,1954.0,Edwards,128000.0,5,11.759793355371237
1212.0,Above_Average,2009.0,Edwards,186000.0,6,12.133507329024972
1508.0,Good,2009.0,Edwards,308030.0,7,12.637955706241554
1298.0,Average,1964.0,Edwards,114000.0,5,11.643962499267984
930.0,Below_Average,1946.0,Edwards,84900.0,4,11.349241150793087
1732.0,Above_Average,1985.0,Sawyer_West,178000.0,6,12.08954444723597
1433.0,Good,1987.0,Sawyer_West,270000.0,7,12.506180941677357
1802.0,Above_Average,1993.0,Sawyer_West,218000.0,6,12.292254928916668
1949.0,Good,1993.0,Sawyer_West,236000.0,7,12.371591321286905
996.0,Above_Average,1992.0,Sawyer_West,147000.0,6,11.898194668458823
1694.0,Very_Good,2008.0,College_Creek,245350.0,8,12.41044511731981
1208.0,Good,2006.0,College_Creek,206000.0,7,12.235636302128867
1226.0,Good,2009.0,College_Creek,198900.0,7,12.200562492481511
1222.0,Good,2010.0,College_Creek,187000.0,7,12.138869243416009
3222.0,Good,1990.0,Sawyer_West,320000.0,7,12.676079399771027
1445.0,Above_Average,1900.0,Sawyer_West,138500.0,6,11.83863282480007
1052.0,Above_Average,1971.0,Clear_Creek,155000.0,6,11.951186847493476
965.0,Average,1996.0,College_Creek,159000.0,5,11.976665770490767
1692.0,Good,1997.0,College_Creek,191000.0,7,12.160033942617156
1682.0,Above_Average,1998.0,College_Creek,200500.0,6,12.208574513247495
1026.0,Average,1977.0,College_Creek,150000.0,5,11.918397239722838
1392.0,Above_Average,1977.0,College_Creek,161750.0,6,11.993813394724253
894.0,Average,1976.0,College_Creek,128200.0,5,11.761354623750297
876.0,Average,1972.0,College_Creek,127000.0,5,11.751950239425476
1978.0,Very_Good,2003.0,College_Creek,318000.0,8,12.669809806411457
1601.0,Very_Good,2001.0,College_Creek,272000.0,8,12.513561021741964
1829.0,Good,2003.0,College_Creek,237000.0,7,12.37581963951765
2098.0,Good,1997.0,College_Creek,240000.0,7,12.388398368982115
1661.0,Good,1998.0,College_Creek,224900.0,7,12.323415584358154
848.0,Above_Average,2003.0,College_Creek,143750.0,6,11.87583791515714
848.0,Above_Average,2004.0,College_Creek,143000.0,6,11.870606902224587
1668.0,Very_Good,2003.0,College_Creek,232000.0,8,12.354496960983985
1484.0,Good,2004.0,College_Creek,213000.0,7,12.269052139516223
1414.0,Good,2004.0,College_Creek,185500.0,7,12.130815551850676
640.0,Fair,1945.0,Edwards,84900.0,3,11.349241150793087
992.0,Average,1954.0,Edwards,155891.0,5,11.956918738783733
1664.0,Average,1965.0,Edwards,100000.0,5,11.51293546492023
1196.0,Average,1968.0,Edwards,144000.0,5,11.87757552297847
1120.0,Below_Average,1948.0,Edwards,64000.0,4,11.06665398721974
1096.0,Above_Average,1975.0,Edwards,125200.0,6,11.737675724836684
1117.0,Above_Average,1976.0,Edwards,107000.0,6,11.580593459194764
960.0,Below_Average,1958.0,Edwards,90000.0,4,11.407576060361786
1121.0,Below_Average,2003.0,Edwards,140000.0,4,11.849404844423074
1487.0,Above_Average,1945.0,Edwards,113000.0,6,11.635151947212842
924.0,Below_Average,1941.0,Edwards,80000.0,4,11.289794413577894
1526.0,Average,1957.0,Edwards,144500.0,5,11.881041706925902
1296.0,Average,1924.0,South_and_West_of_Iowa_State_University,104000.0,5,11.552155793461898
1647.0,Above_Average,1915.0,South_and_West_of_Iowa_State_University,128000.0,6,11.759793355371237
864.0,Fair,1914.0,Edwards,58500.0,3,10.97679912709094
1691.0,Average,1924.0,South_and_West_of_Iowa_State_University,127000.0,5,11.751950239425476
856.0,Above_Average,1939.0,South_and_West_of_Iowa_State_University,126000.0,6,11.744045122410057
2650.0,Below_Average,1967.0,South_and_West_of_Iowa_State_University,160000.0,4,11.982935344196433
1666.0,Average,1931.0,South_and_West_of_Iowa_State_University,100000.0,5,11.51293546492023
2447.0,Above_Average,1919.0,South_and_West_of_Iowa_State_University,169000.0,6,12.037659911047468
2133.0,Good,1941.0,Crawford,257500.0,7,12.458778882573533
2177.0,Average,1950.0,Crawford,215000.0,5,12.278397958261774
2340.0,Good,1941.0,Crawford,266500.0,7,12.493133274926212
1902.0,Good,1959.0,Crawford,335000.0,7,12.721888795877375
1652.0,Good,1994.0,Crawford,203135.0,7,12.221630984446026
1034.0,Very_Good,1989.0,Blueste,185000.0,8,12.128116509451258
1191.0,Very_Good,1989.0,Blueste,162500.0,8,11.998439434579149
1801.0,Good,1959.0,Crawford,289000.0,7,12.574185427296195
1154.0,Below_Average,1922.0,Iowa_DOT_and_Rail_Road,125500.0,4,11.74006900564972
540.0,Poor,1941.0,Iowa_DOT_and_Rail_Road,82000.0,2,11.314486721293981
1107.0,Above_Average,1921.0,Iowa_DOT_and_Rail_Road,110000.0,6,11.608244735642321
1128.0,Below_Average,1920.0,Iowa_DOT_and_Rail_Road,68400.0,4,11.133142723386813
1178.0,Below_Average,1900.0,Iowa_DOT_and_Rail_Road,102776.0,4,11.54031687156214
1044.0,Average,1952.0,Iowa_DOT_and_Rail_Road,55993.0,5,10.932999821119937
952.0,Below_Average,1896.0,Iowa_DOT_and_Rail_Road,50138.0,4,10.822554427357035
1646.0,Very_Good,2004.0,Crawford,246000.0,8,12.413090879946887
1916.0,Very_Good,1998.0,Mitchell,254900.0,8,12.448630513463613
1285.0,Above_Average,1977.0,Mitchell,190000.0,6,12.154784614286667
1560.0,Good,2003.0,Mitchell,201000.0,7,12.211065162153215
1034.0,Above_Average,1976.0,Mitchell,169900.0,6,12.042971193457888
2048.0,Above_Average,1976.0,Mitchell,170000.0,6,12.04355959836804
1687.0,Average,1948.0,Timberland,160000.0,5,11.982935344196433
1346.0,Good,2008.0,Timberland,220000.0,7,12.301387370778713
1214.0,Good,2009.0,Timberland,179781.0,7,12.099500284773487
1444.0,Average,2006.0,Timberland,174000.0,5,12.066816325306588
1968.0,Very_Good,2009.0,Timberland,269500.0,8,12.504327379899443
1894.0,Good,2002.0,Timberland,214900.0,7,12.277932735946903
1908.0,Very_Good,2002.0,Timberland,202900.0,8,12.220473454337986
2018.0,Excellent,2008.0,Timberland,378500.0,9,12.843973993864076
1264.0,Average,1965.0,Mitchell,169000.0,5,12.037659911047468
1430.0,Average,2004.0,Mitchell,173500.0,5,12.063938642041201
1824.0,Above_Average,1971.0,Mitchell,139000.0,6,11.842236406331555
1344.0,Average,1999.0,Mitchell,166500.0,5,12.022756594390605
1092.0,Below_Average,1973.0,Meadow_Village,83500.0,4,11.332613886815139
945.0,Average,1973.0,Meadow_Village,119500.0,5,11.691080018519527
1112.0,Average,1976.0,Meadow_Village,85000.0,5,11.350418300109132
1092.0,Below_Average,1970.0,Meadow_Village,76000.0,4,11.23850177707664
630.0,Below_Average,1972.0,Meadow_Village,75500.0,4,11.231901180182515
1092.0,Below_Average,1970.0,Meadow_Village,88250.0,4,11.387940306176102
1092.0,Below_Average,1972.0,Meadow_Village,85500.0,4,11.356283350762888
874.0,Average,1971.0,Mitchell,130000.0,5,11.775297421715827
1188.0,Average,1962.0,Mitchell,157900.0,5,11.969723533345908
833.0,Average,1984.0,Mitchell,149900.0,5,11.917730355182513
2432.0,Average,1985.0,Mitchell,159000.0,5,11.976665770490767
1274.0,Average,1991.0,Mitchell,136000.0,5,11.820417517632333
1479.0,Average,1969.0,Mitchell,161000.0,5,11.989165855127435
1803.0,Very_Good,1994.0,Mitchell,285000.0,8,12.560247968016562
1797.0,Above_Average,1993.0,Mitchell,231000.0,6,12.35017731849889
882.0,Above_Average,1956.0,North_Ames,124500.0,6,11.732069026983156
1434.0,Above_Average,1974.0,North_Ames,157000.0,6,11.964007453736912
2704.0,Very_Good,1972.0,North_Ames,345000.0,8,12.75130259456002
1608.0,Above_Average,1997.0,Gilbert,189500.0,6,12.15214958053555
2283.0,Very_Good,2003.0,Gilbert,270000.0,8,12.506180941677357
1628.0,Good,1996.0,Gilbert,189000.0,7,12.149507585033072
1746.0,Excellent,2006.0,Gilbert,377500.0,9,12.84132849667433
1474.0,Good,1995.0,Gilbert,168500.0,7,12.034696963475044
2522.0,Very_Good,2004.0,Stone_Brook,375000.0,8,12.834683971615659
1659.0,Very_Good,2000.0,Stone_Brook,278000.0,8,12.535379989788607
1478.0,Very_Good,1998.0,Stone_Brook,240000.0,8,12.388398368982115
1734.0,Very_Good,1995.0,Stone_Brook,239500.0,8,12.386312871189734
1382.0,Good,1998.0,Gilbert,177500.0,7,12.086731521684555
1718.0,Good,1998.0,Gilbert,185000.0,7,12.128116509451258
1636.0,Above_Average,1998.0,Gilbert,191000.0,6,12.160033942617156
1571.0,Above_Average,1993.0,Gilbert,178000.0,6,12.08954444723597
1470.0,Above_Average,1993.0,Gilbert,185000.0,6,12.128116509451258
1516.0,Above_Average,1994.0,Gilbert,181316.0,6,12.108002159583695
1190.0,Above_Average,1993.0,Gilbert,166000.0,6,12.019749091416921
1593.0,Above_Average,1992.0,Gilbert,178000.0,6,12.08954444723597
1481.0,Above_Average,1994.0,Gilbert,174000.0,6,12.066816325306588
1167.0,Above_Average,1992.0,Gilbert,173000.0,6,12.06105265381003
1983.0,Good,1999.0,Gilbert,225000.0,7,12.323860125621126
1442.0,Good,1990.0,Gilbert,180500.0,7,12.103491596905931
1360.0,Very_Good,1984.0,Stone_Brook,187500.0,8,12.141539457711714
2234.0,Excellent,2008.0,Stone_Brook,501837.0,9,13.126032637428713
2046.0,Very_Good,2008.0,Stone_Brook,372500.0,8,12.827995001361906
1530.0,Good,2005.0,Stone_Brook,260000.0,7,12.468440756144114
1934.0,Average,1977.0,Gilbert,185000.0,5,12.128116509451258
2353.0,Good,1980.0,Northwest_Ames,260000.0,7,12.468440756144114
1586.0,Above_Average,1979.0,Northwest_Ames,181000.0,6,12.10625783509458
1411.0,Good,1977.0,Northwest_Ames,82500.0,7,11.320565693461432
1602.0,Above_Average,1977.0,Northwest_Ames,215000.0,6,12.278397958261774
2050.0,Good,1978.0,Northwest_Ames,154000.0,7,11.944714374881176
1671.0,Above_Average,1978.0,Northwest_Ames,200000.0,6,12.206077645517674
2673.0,Good,1980.0,Northwest_Ames,249000.0,7,12.425212191503038
1472.0,Good,1980.0,Northwest_Ames,187500.0,7,12.141539457711714
1707.0,Above_Average,1978.0,Northwest_Ames,184000.0,6,12.122696471358964
2524.0,Very_Good,1981.0,Northwest_Ames,278000.0,8,12.535379989788607
1601.0,Good,1978.0,Northwest_Ames,157000.0,7,11.964007453736912
