Gr_Liv_Area,Overall_Qual,Year_Built,Neighborhood,Sale_Price
1573.0,Above_Average,2000.0,Somerset,177500.0
1512.0,Above_Average,2000.0,Somerset,177000.0
1416.0,Good,1999.0,Somerset,155000.0
1080.0,Good,2003.0,Somerset,147110.0
1418.0,Very_Good,2010.0,Somerset,267916.0
1848.0,Very_Good,2000.0,Somerset,254000.0
788.0,Very_Good,1980.0,Greens,155000.0
1226.0,Very_Good,1978.0,Greens,206000.0
1479.0,Above_Average,1976.0,Sawyer,130500.0
1492.0,Good,2002.0,Somerset,230000.0
1829.0,Above_Average,1967.0,Northwest_Ames,218500.0
2495.0,Above_Average,1993.0,Northwest_Ames,243500.0
1610.0,Above_Average,1977.0,Northwest_Ames,205000.0
1891.0,Above_Average,1978.0,Northwest_Ames,212500.0
1714.0,Good,1988.0,Northwest_Ames,196500.0
1381.0,Above_Average,1972.0,Northwest_Ames,197500.0
1645.0,Above_Average,1971.0,Northwest_Ames,171000.0
1232.0,Average,1966.0,North_Ames,142250.0
1328.0,Above_Average,1963.0,Northwest_Ames,143000.0
1225.0,Below_Average,1959.0,North_Ames,128950.0
1209.0,Average,1966.0,North_Ames,159000.0
1510.0,Average,1967.0,North_Ames,178900.0
1775.0,Above_Average,1964.0,North_Ames,136300.0
1152.0,Average,1964.0,North_Ames,180500.0
1054.0,Above_Average,1963.0,North_Ames,137500.0
1728.0,Average,1962.0,North_Ames,84900.0
1078.0,Average,1950.0,North_Ames,142125.0
2461.0,Average,1952.0,North_Ames,197600.0
1556.0,Above_Average,1949.0,North_Ames,172500.0
858.0,Average,1958.0,Brookside,116500.0
1306.0,Fair,1940.0,Brookside,76500.0
1063.0,Average,1954.0,North_Ames,128000.0
1520.0,Above_Average,1955.0,North_Ames,153000.0
1268.0,Average,1954.0,North_Ames,132000.0
1128.0,Above_Average,1966.0,North_Ames,178000.0
2274.0,Average,1960.0,North_Ames,154300.0
2207.0,Good,1970.0,North_Ames,180000.0
1888.0,Above_Average,1966.0,North_Ames,190000.0
1604.0,Average,1958.0,North_Ames,135000.0
1480.0,Good,2003.0,North_Ames,214000.0
1143.0,Average,1959.0,North_Ames,136000.0
1700.0,Average,1959.0,North_Ames,165500.0
1314.0,Average,1957.0,North_Ames,145000.0
1194.0,Above_Average,1959.0,North_Ames,148000.0
1188.0,Average,1959.0,North_Ames,142000.0
1264.0,Average,1960.0,North_Ames,167500.0
1206.0,Average,1959.0,North_Ames,108538.0
1580.0,Above_Average,1959.0,North_Ames,159500.0
1337.0,Below_Average,1956.0,North_Ames,108000.0
1064.0,Average,1952.0,North_Ames,135000.0
972.0,Average,1955.0,North_Ames,122500.0
988.0,Average,1958.0,North_Ames,119000.0
1057.0,Average,1953.0,North_Ames,109000.0
985.0,Below_Average,1920.0,North_Ames,105000.0
827.0,Average,1955.0,North_Ames,107500.0
1086.0,Average,1954.0,North_Ames,144900.0
936.0,Average,1956.0,North_Ames,129000.0
1458.0,Above_Average,1948.0,North_Ames,97500.0
1056.0,Above_Average,1980.0,Old_Town,144000.0
1287.0,Average,1959.0,North_Ames,162000.0
2978.0,Good,1967.0,North_Ames,242000.0
1224.0,Above_Average,1948.0,North_Ames,132000.0
1246.0,Average,1959.0,North_Ames,154000.0
1385.0,Average,1952.0,North_Ames,166000.0
900.0,Average,1951.0,North_Ames,134800.0
1116.0,Above_Average,1962.0,North_Ames,160000.0
1175.0,Average,1960.0,North_Ames,148000.0
1395.0,Above_Average,1963.0,North_Ames,192000.0
1839.0,Above_Average,1966.0,North_Ames,155000.0
1844.0,Below_Average,1900.0,Old_Town,80400.0
1140.0,Below_Average,1910.0,Old_Town,96500.0
936.0,Average,1920.0,Old_Town,109500.0
1028.0,Average,1927.0,Old_Town,115000.0
1347.0,Average,1957.0,Old_Town,143000.0
1605.0,Fair,1915.0,Old_Town,107400.0
747.0,Below_Average,1945.0,Old_Town,80000.0
804.0,Average,1940.0,Old_Town,119000.0
1316.0,Average,1929.0,Old_Town,130000.0
1251.0,Above_Average,1938.0,Old_Town,119000.0
1633.0,Average,1948.0,Old_Town,129000.0
1245.0,Average,1920.0,Old_Town,100000.0
832.0,Poor,1923.0,Old_Town,12789.0
720.0,Above_Average,1928.0,Old_Town,105900.0
1566.0,Very_Good,1900.0,Old_Town,150000.0
1652.0,Average,1915.0,Old_Town,139000.0
2268.0,Very_Good,1890.0,Old_Town,240000.0
2256.0,Average,1910.0,Old_Town,76500.0
1236.0,Above_Average,1957.0,Old_Town,149700.0
1363.0,Below_Average,1910.0,Old_Town,125500.0
2290.0,Below_Average,1885.0,Old_Town,122500.0
1470.0,Above_Average,1922.0,Old_Town,140750.0
1612.0,Average,1950.0,Brookside,128500.0
2068.0,Good,1922.0,Brookside,209500.0
765.0,Below_Average,1925.0,Brookside,87000.0
1132.0,Above_Average,1939.0,Brookside,134000.0
1196.0,Above_Average,1940.0,Brookside,128000.0
1453.0,Average,1942.0,Brookside,132000.0
1416.0,Above_Average,1948.0,Brookside,139900.0
1040.0,Average,1936.0,Brookside,123900.0
1536.0,Average,1930.0,Brookside,138400.0
1068.0,Above_Average,1923.0,Old_Town,109500.0
1710.0,Good,1921.0,Old_Town,140000.0
1962.0,Below_Average,1915.0,Old_Town,149500.0
1560.0,Above_Average,1912.0,Old_Town,159900.0
1324.0,Above_Average,1920.0,Old_Town,122000.0
816.0,Average,1963.0,Iowa_DOT_and_Rail_Road,110000.0
1092.0,Below_Average,1930.0,Iowa_DOT_and_Rail_Road,55000.0
1812.0,Average,1900.0,Old_Town,140000.0
2403.0,Good,1940.0,Clear_Creek,244400.0
1675.0,Average,1959.0,Clear_Creek,173000.0
1224.0,Average,1917.0,Clear_Creek,107500.0
1392.0,Average,1915.0,South_and_West_of_Iowa_State_University,100000.0
919.0,Above_Average,1940.0,South_and_West_of_Iowa_State_University,95000.0
1884.0,Below_Average,1907.0,South_and_West_of_Iowa_State_University,93369.0
1680.0,Average,1910.0,South_and_West_of_Iowa_State_University,114900.0
1020.0,Average,1875.0,Sawyer,94000.0
1832.0,Below_Average,1967.0,Sawyer,136000.0
1768.0,Below_Average,1968.0,Sawyer,136500.0
1039.0,Average,1965.0,Sawyer,131500.0
1392.0,Average,1957.0,Sawyer,121500.0
912.0,Average,1967.0,Sawyer,125000.0
1060.0,Average,1968.0,Sawyer,154000.0
892.0,Average,1966.0,Sawyer,137900.0
1352.0,Above_Average,1969.0,Sawyer,158000.0
864.0,Average,1968.0,Sawyer,137250.0
1373.0,Average,1978.0,Sawyer,160250.0
1440.0,Average,1968.0,Sawyer,163000.0
1386.0,Above_Average,1978.0,Sawyer,158900.0
2260.0,Good,1996.0,Clear_Creek,328000.0
1483.0,Good,1977.0,Clear_Creek,270000.0
756.0,Below_Average,1927.0,Sawyer,85000.0
1067.0,Below_Average,1950.0,Sawyer,128000.0
1524.0,Good,1979.0,Clear_Creek,260000.0
1981.0,Above_Average,1978.0,Clear_Creek,230000.0
1610.0,Fair,1938.0,Edwards,124000.0
835.0,Average,1920.0,Edwards,83000.0
1074.0,Above_Average,1950.0,Edwards,144500.0
1144.0,Average,1956.0,Edwards,129000.0
1531.0,Below_Average,1947.0,Edwards,127000.0
1172.0,Average,1954.0,Edwards,128000.0
1212.0,Above_Average,2009.0,Edwards,186000.0
1508.0,Good,2009.0,Edwards,308030.0
1298.0,Average,1964.0,Edwards,114000.0
930.0,Below_Average,1946.0,Edwards,84900.0
1732.0,Above_Average,1985.0,Sawyer_West,178000.0
1433.0,Good,1987.0,Sawyer_West,270000.0
1802.0,Above_Average,1993.0,Sawyer_West,218000.0
1949.0,Good,1993.0,Sawyer_West,236000.0
996.0,Above_Average,1992.0,Sawyer_West,147000.0
1694.0,Very_Good,2008.0,College_Creek,245350.0
1208.0,Good,2006.0,College_Creek,206000.0
1226.0,Good,2009.0,College_Creek,198900.0
1222.0,Good,2010.0,College_Creek,187000.0
3222.0,Good,1990.0,Sawyer_West,320000.0
1445.0,Above_Average,1900.0,Sawyer_West,138500.0
1052.0,Above_Average,1971.0,Clear_Creek,155000.0
965.0,Average,1996.0,College_Creek,159000.0
1692.0,Good,1997.0,College_Creek,191000.0
1682.0,Above_Average,1998.0,College_Creek,200500.0
1026.0,Average,1977.0,College_Creek,150000.0
1392.0,Above_Average,1977.0,College_Creek,161750.0
894.0,Average,1976.0,College_Creek,128200.0
876.0,Average,1972.0,College_Creek,127000.0
1978.0,Very_Good,2003.0,College_Creek,318000.0
1601.0,Very_Good,2001.0,College_Creek,272000.0
1829.0,Good,2003.0,College_Creek,237000.0
2098.0,Good,1997.0,College_Creek,240000.0
1661.0,Good,1998.0,College_Creek,224900.0
848.0,Above_Average,2003.0,College_Creek,143750.0
848.0,Above_Average,2004.0,College_Creek,143000.0
1668.0,Very_Good,2003.0,College_Creek,232000.0
1484.0,Good,2004.0,College_Creek,213000.0
1414.0,Good,2004.0,College_Creek,185500.0
640.0,Fair,1945.0,Edwards,84900.0
992.0,Average,1954.0,Edwards,155891.0
1664.0,Average,1965.0,Edwards,100000.0
1196.0,Average,1968.0,Edwards,144000.0
1120.0,Below_Average,1948.0,Edwards,64000.0
1096.0,Above_Average,1975.0,Edwards,125200.0
1117.0,Above_Average,1976.0,Edwards,107000.0
960.0,Below_Average,1958.0,Edwards,90000.0
1121.0,Below_Average,2003.0,Edwards,140000.0
1487.0,Above_Average,1945.0,Edwards,113000.0
924.0,Below_Average,1941.0,Edwards,80000.0
1526.0,Average,1957.0,Edwards,144500.0
1296.0,Average,1924.0,South_and_West_of_Iowa_State_University,104000.0
1647.0,Above_Average,1915.0,South_and_West_of_Iowa_State_University,128000.0
864.0,Fair,1914.0,Edwards,58500.0
1691.0,Average,1924.0,South_and_West_of_Iowa_State_University,127000.0
856.0,Above_Average,1939.0,South_and_West_of_Iowa_State_University,126000.0
2650.0,Below_Average,1967.0,South_and_West_of_Iowa_State_University,160000.0
1666.0,Average,1931.0,South_and_West_of_Iowa_State_University,100000.0
2447.0,Above_Average,1919.0,South_and_West_of_Iowa_State_University,169000.0
2133.0,Good,1941.0,Crawford,257500.0
2177.0,Average,1950.0,Crawford,215000.0
2340.0,Good,1941.0,Crawford,266500.0
1902.0,Good,1959.0,Crawford,335000.0
1652.0,Good,1994.0,Crawford,203135.0
1034.0,Very_Good,1989.0,Blueste,185000.0
1191.0,Very_Good,1989.0,Blueste,162500.0
1801.0,Good,1959.0,Crawford,289000.0
1154.0,Below_Average,1922.0,Iowa_DOT_and_Rail_Road,125500.0
540.0,Poor,1941.0,Iowa_DOT_and_Rail_Road,82000.0
1107.0,Above_Average,1921.0,Iowa_DOT_and_Rail_Road,110000.0
1128.0,Below_Average,1920.0,Iowa_DOT_and_Rail_Road,68400.0
1178.0,Below_Average,1900.0,Iowa_DOT_and_Rail_Road,102776.0
1044.0,Average,1952.0,Iowa_DOT_and_Rail_Road,55993.0
952.0,Below_Average,1896.0,Iowa_DOT_and_Rail_Road,50138.0
1646.0,Very_Good,2004.0,Crawford,246000.0
1916.0,Very_Good,1998.0,Mitchell,254900.0
1285.0,Above_Average,1977.0,Mitchell,190000.0
1560.0,Good,2003.0,Mitchell,201000.0
1034.0,Above_Average,1976.0,Mitchell,169900.0
2048.0,Above_Average,1976.0,Mitchell,170000.0
1687.0,Average,1948.0,Timberland,160000.0
1346.0,Good,2008.0,Timberland,220000.0
1214.0,Good,2009.0,Timberland,179781.0
1444.0,Average,2006.0,Timberland,174000.0
1968.0,Very_Good,2009.0,Timberland,269500.0
1894.0,Good,2002.0,Timberland,214900.0
1908.0,Very_Good,2002.0,Timberland,202900.0
2018.0,Excellent,2008.0,Timberland,378500.0
1264.0,Average,1965.0,Mitchell,169000.0
1430.0,Average,2004.0,Mitchell,173500.0
1824.0,Above_Average,1971.0,Mitchell,139000.0
1344.0,Average,1999.0,Mitchell,166500.0
1092.0,Below_Average,1973.0,Meadow_Village,83500.0
945.0,Average,1973.0,Meadow_Village,119500.0
1112.0,Average,1976.0,Meadow_Village,85000.0
1092.0,Below_Average,1970.0,Meadow_Village,76000.0
630.0,Below_Average,1972.0,Meadow_Village,75500.0
1092.0,Below_Average,1970.0,Meadow_Village,88250.0
1092.0,Below_Average,1972.0,Meadow_Village,85500.0
874.0,Average,1971.0,Mitchell,130000.0
1188.0,Average,1962.0,Mitchell,157900.0
833.0,Average,1984.0,Mitchell,149900.0
2432.0,Average,1985.0,Mitchell,159000.0
1274.0,Average,1991.0,Mitchell,136000.0
1479.0,Average,1969.0,Mitchell,161000.0
1803.0,Very_Good,1994.0,Mitchell,285000.0
1797.0,Above_Average,1993.0,Mitchell,231000.0
882.0,Above_Average,1956.0,North_Ames,124500.0
1434.0,Above_Average,1974.0,North_Ames,157000.0
2704.0,Very_Good,1972.0,North_Ames,345000.0
1608.0,Above_Average,1997.0,Gilbert,189500.0
2283.0,Very_Good,2003.0,Gilbert,270000.0
1628.0,Good,1996.0,Gilbert,189000.0
1746.0,Excellent,2006.0,Gilbert,377500.0
1474.0,Good,1995.0,Gilbert,168500.0
2522.0,Very_Good,2004.0,Stone_Brook,375000.0
1659.0,Very_Good,2000.0,Stone_Brook,278000.0
1478.0,Very_Good,1998.0,Stone_Brook,240000.0
1734.0,Very_Good,1995.0,Stone_Brook,239500.0
1382.0,Good,1998.0,Gilbert,177500.0
1718.0,Good,1998.0,Gilbert,185000.0
1636.0,Above_Average,1998.0,Gilbert,191000.0
1571.0,Above_Average,1993.0,Gilbert,178000.0
1470.0,Above_Average,1993.0,Gilbert,185000.0
1516.0,Above_Average,1994.0,Gilbert,181316.0
1190.0,Above_Average,1993.0,Gilbert,166000.0
1593.0,Above_Average,1992.0,Gilbert,178000.0
1481.0,Above_Average,1994.0,Gilbert,174000.0
1167.0,Above_Average,1992.0,Gilbert,173000.0
1983.0,Good,1999.0,Gilbert,225000.0
1442.0,Good,1990.0,Gilbert,180500.0
1360.0,Very_Good,1984.0,Stone_Brook,187500.0
2234.0,Excellent,2008.0,Stone_Brook,501837.0
2046.0,Very_Good,2008.0,Stone_Brook,372500.0
1530.0,Good,2005.0,Stone_Brook,260000.0
1934.0,Average,1977.0,Gilbert,185000.0
2353.0,Good,1980.0,Northwest_Ames,260000.0
1586.0,Above_Average,1979.0,Northwest_Ames,181000.0
1411.0,Good,1977.0,Northwest_Ames,82500.0
1602.0,Above_Average,1977.0,Northwest_Ames,215000.0
2050.0,Good,1978.0,Northwest_Ames,154000.0
1671.0,Above_Average,1978.0,Northwest_Ames,200000.0
2673.0,Good,1980.0,Northwest_Ames,249000.0
1472.0,Good,1980.0,Northwest_Ames,187500.0
1707.0,Above_Average,1978.0,Northwest_Ames,184000.0
2524.0,Very_Good,1981.0,Northwest_Ames,278000.0
1601.0,Good,1978.0,Northwest_Ames,157000.0
1370.0,Good,1976.0,Northwest_Ames,152000.0
1868.0,Average,1976.0,Northwest_Ames,197500.0
1884.0,Good,2003.0,Somerset,240900.0
1935.0,Very_Good,2009.0,Somerset,263435.0
1874.0,Very_Good,2000.0,Somerset,220000.0
1811.0,Very_Good,2002.0,Somerset,235000.0
1621.0,Average,1975.0,Northwest_Ames,213000.0
1116.0,Above_Average,1974.0,Northwest_Ames,167900.0
1193.0,Good,1975.0,Northwest_Ames,158000.0
1350.0,Above_Average,1974.0,Northwest_Ames,165000.0
2119.0,Above_Average,1972.0,Northwest_Ames,158000.0
1792.0,Average,1974.0,North_Ames,136000.0
1002.0,Average,1970.0,North_Ames,148500.0
1026.0,Above_Average,1969.0,North_Ames,156000.0
1180.0,Average,1970.0,North_Ames,128000.0
1050.0,Average,1971.0,North_Ames,143000.0
864.0,Below_Average,1970.0,North_Ames,76500.0
864.0,Below_Average,1970.0,North_Ames,120500.0
864.0,Below_Average,1970.0,North_Ames,124500.0
864.0,Below_Average,1971.0,North_Ames,97000.0
864.0,Below_Average,1971.0,North_Ames,130000.0
987.0,Above_Average,1973.0,Briardale,111000.0
1365.0,Average,1970.0,Briardale,125000.0
1302.0,Average,1971.0,Briardale,112000.0
987.0,Above_Average,1972.0,Briardale,97000.0
987.0,Above_Average,1972.0,Briardale,118000.0
1302.0,Average,1972.0,Briardale,119500.0
958.0,Above_Average,1976.0,Northpark_Villa,143750.0
1548.0,Above_Average,1976.0,Northpark_Villa,146000.0
1456.0,Above_Average,1976.0,Northpark_Villa,148500.0
1055.0,Good,1975.0,Northpark_Villa,123000.0
1322.0,Above_Average,1974.0,Northpark_Villa,147000.0
1456.0,Above_Average,1977.0,Northpark_Villa,137900.0
1548.0,Above_Average,1978.0,Northpark_Villa,147000.0
1441.0,Above_Average,1978.0,Northpark_Villa,148500.0
1456.0,Above_Average,1978.0,Northpark_Villa,138000.0
836.0,Good,1976.0,Northpark_Villa,128500.0
892.0,Average,1967.0,North_Ames,100000.0
1120.0,Average,1966.0,North_Ames,148800.0
1718.0,Very_Excellent,2006.0,Northridge_Heights,337500.0
2772.0,Excellent,2007.0,Northridge_Heights,462000.0
3140.0,Excellent,2008.0,Northridge_Heights,485000.0
2402.0,Very_Excellent,2008.0,Northridge_Heights,555000.0
1652.0,Excellent,2006.0,Northridge_Heights,325000.0
1600.0,Very_Good,2007.0,Northridge_Heights,256300.0
2042.0,Very_Good,2008.0,Northridge_Heights,253293.0
2690.0,Excellent,2009.0,Northridge_Heights,398800.0
2184.0,Excellent,2008.0,Northridge_Heights,335000.0
2020.0,Excellent,2008.0,Northridge_Heights,404000.0
2020.0,Very_Excellent,2009.0,Northridge_Heights,402861.0
2296.0,Very_Excellent,2008.0,Northridge_Heights,451950.0
2674.0,Very_Excellent,2007.0,Northridge_Heights,610000.0
2822.0,Excellent,2008.0,Northridge_Heights,582933.0
1736.0,Excellent,2008.0,Northridge_Heights,360000.0
1782.0,Very_Good,2004.0,Northridge_Heights,296000.0
2520.0,Very_Good,2007.0,Northridge_Heights,409900.0
1717.0,Very_Good,2006.0,Northridge_Heights,255500.0
1743.0,Excellent,2008.0,Northridge_Heights,335000.0
1713.0,Very_Good,2004.0,Northridge_Heights,274900.0
1531.0,Excellent,2006.0,Northridge_Heights,300000.0
1808.0,Excellent,2008.0,Northridge_Heights,324000.0
2224.0,Excellent,2004.0,Northridge_Heights,350000.0
1836.0,Very_Good,2004.0,Northridge_Heights,280000.0
1629.0,Very_Good,2003.0,Northridge_Heights,284000.0
1760.0,Good,2003.0,Northridge_Heights,269500.0
1502.0,Good,2009.0,Northridge_Heights,233170.0
2392.0,Very_Excellent,2003.0,Northridge_Heights,386250.0
2452.0,Excellent,2003.0,Northridge_Heights,445000.0
2400.0,Very_Good,2003.0,Northridge_Heights,290000.0
1606.0,Very_Good,2006.0,Northridge_Heights,255900.0
1358.0,Above_Average,2005.0,Northridge_Heights,213000.0
1306.0,Above_Average,2005.0,Northridge_Heights,196000.0
1306.0,Above_Average,2005.0,Northridge_Heights,184500.0
1358.0,Good,2007.0,Northridge_Heights,212500.0
1314.0,Good,2007.0,Northridge_Heights,230000.0
2492.0,Very_Excellent,2004.0,Northridge_Heights,552000.0
2200.0,Very_Good,2003.0,Northridge_Heights,382500.0
1884.0,Excellent,2008.0,Northridge_Heights,320000.0
1456.0,Excellent,2008.0,Northridge_Heights,248500.0
1712.0,Very_Good,2002.0,Northridge_Heights,286500.0
1324.0,Very_Good,2006.0,Northridge_Heights,254000.0
1405.0,Good,2003.0,Northridge_Heights,173000.0
1626.0,Good,2003.0,Northridge_Heights,173000.0
1456.0,Good,2005.0,Gilbert,184000.0
1490.0,Above_Average,2005.0,Gilbert,167800.0
1484.0,Above_Average,2005.0,Gilbert,174000.0
1560.0,Above_Average,2005.0,Gilbert,174000.0
1555.0,Good,2007.0,Bloomington_Heights,174000.0
1569.0,Good,2007.0,Bloomington_Heights,175900.0
1555.0,Good,2005.0,Bloomington_Heights,192500.0
1504.0,Good,2005.0,Bloomington_Heights,181000.0
1220.0,Good,2005.0,Bloomington_Heights,180000.0
1145.0,Good,2005.0,Bloomington_Heights,160200.0
1432.0,Good,2004.0,Gilbert,188500.0
2267.0,Above_Average,2002.0,Gilbert,200000.0
1374.0,Good,2004.0,Gilbert,170000.0
1630.0,Good,2004.0,Gilbert,189500.0
1419.0,Very_Good,2002.0,Gilbert,184100.0
1594.0,Good,2004.0,Gilbert,195500.0
1489.0,Good,2003.0,Gilbert,192000.0
1342.0,Good,2003.0,Gilbert,178000.0
1314.0,Good,2007.0,Northridge_Heights,207500.0
2256.0,Good,2000.0,Gilbert,236000.0
2004.0,Very_Good,2002.0,Gilbert,257500.0
2054.0,Above_Average,2000.0,Gilbert,244000.0
1374.0,Good,2004.0,Gilbert,167000.0
1800.0,Above_Average,2000.0,Gilbert,179000.0
1514.0,Above_Average,2000.0,Gilbert,190000.0
1430.0,Good,1999.0,Gilbert,156000.0
2312.0,Good,1999.0,Gilbert,245000.0
1675.0,Above_Average,1999.0,Gilbert,181000.0
2060.0,Good,1999.0,Gilbert,214000.0
1430.0,Good,1999.0,Gilbert,168000.0
2365.0,Very_Good,1999.0,Northridge,337000.0
2794.0,Very_Good,1995.0,Northridge,403000.0
2687.0,Very_Good,2000.0,Northridge,327000.0
2450.0,Very_Good,1998.0,Northridge,340000.0
2612.0,Very_Good,1998.0,Northridge,336000.0
2344.0,Good,1996.0,Northridge,265000.0
2063.0,Very_Good,1994.0,Northridge,315000.0
2646.0,Good,1993.0,Northridge,260000.0
2061.0,Good,1995.0,Northridge,260000.0
2232.0,Very_Good,1993.0,Northridge,263550.0
2448.0,Very_Good,1994.0,Northridge,402000.0
1850.0,Good,1994.0,Northridge,248000.0
1468.0,Very_Good,2008.0,Somerset,244600.0
1696.0,Very_Good,2008.0,Somerset,275000.0
1658.0,Very_Good,2008.0,Somerset,257500.0
1578.0,Very_Good,2008.0,Somerset,287090.0
1702.0,Very_Good,2007.0,Somerset,275500.0
1432.0,Very_Good,2006.0,Somerset,245000.0
1971.0,Good,2005.0,Somerset,253000.0
2490.0,Excellent,2005.0,Somerset,468000.0
1852.0,Good,2009.0,Somerset,252678.0
1590.0,Very_Good,2008.0,Somerset,210000.0
1218.0,Above_Average,2009.0,Somerset,208300.0
1436.0,Good,2008.0,Somerset,225000.0
1314.0,Very_Good,2009.0,Somerset,229456.0
1402.0,Good,2008.0,Somerset,229800.0
1530.0,Excellent,2007.0,Somerset,250000.0
1766.0,Excellent,2009.0,Somerset,370878.0
1448.0,Very_Good,2006.0,Somerset,238500.0
2007.0,Very_Excellent,2008.0,Somerset,310000.0
